number,title,artist,danceability,energy,key,loudness,mode,speechiness,acoustiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,pronoun 
1, Already Over, Mike Shinoda , 0.486, 0.942, 0, -3.824,1, 0.0536, 0.000449, 0, 0.304, 0.747, 150.036, 160640, 4, 2, Caffeine, Jack Kays , 0.604, 0.794, 10, -6.72,0, 0.0672, 0.0131, 0.000574, 0.383, 0.785, 155.95, 184615, 4, 3, Everything I Do Is For You, Amira Elfeky , 0.377, 0.737, 5, -4.774,0, 0.0516, 0.000123, 0.000122, 0.12, 0.298, 147.867, 156350, 4, 4, Young In America, Barns Courtney , 0.563, 0.858, 8, -6.697,1, 0.159, 0.00428, 0, 0.0938, 0.366, 139.964, 224913, 4, 5, ballad of a homeschooled girl, Olivia Rodrigo , 
