number,title,artist,danceability,energy,key,loudness,mode,speechiness,acoustiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,pronoun 
1, Cruel Summer, Taylor Swift , 0.552, 0.702, 9, -5.707,1, 0.157, 0.117, 2.06e-05, 0.105, 0.564, 169.994, 178427, 4, 2, Lovin On Me, Jack Harlow , 0.943, 0.558, 2, -4.911,1, 0.0568, 0.0026, 2.19e-06, 0.0937, 0.606, 104.983, 138411, 4, 3, Paint The Town Red, Doja Cat , 0.868, 0.538, 5, -8.603,1, 0.174, 0.269, 3.34e-06, 0.0901, 0.732, 99.968, 231750, 4, 4, greedy, Tate McRae , 0.75, 0.733, 6, -3.18,0, 0.0319, 0.256, 0, 0.114, 0.844, 111.018, 131872, 1, 5, Snooze, SZA , 0.559, 0.551, 5, -7.231,1, 0.132, 0.141, 0, 0.11, 0.392, 143.008, 201800, 4, 6, Strangers, Kenya Grace , 0.628, 0.523, 11, -8.307,0, 0.0946, 0.701, 0.00274, 0.219, 0.416, 169.982, 172965, 4, 7, Standing Next to You, Jung Kook , 0.711, 0.809, 2, -4.389,0, 0.0955, 0.0447, 0, 0.339, 0.816, 106.017, 206020, 4, 8, MONACO, Bad Bunny , 0.787, 0.621, 4, -5.009,0, 0.068, 0.15, 0.000402, 0.58, 0.13, 139.056, 267194, 4, 9, Stick Season, Noah Kahan , 0.662, 0.488, 9, -6.894,1, 0.0682, 0.782, 0, 0.102, 0.817, 117.913, 182347, 4, 10, Lose Control, Teddy Swims , 0.561, 0.604, 9, -4.409,1, 0.0337, 0.199, 1.9e-05, 0.104, 0.242, 159.92, 210689, 3, 
