number,title,artist,danceability,energy,key,loudness,mode,speechiness,acoustiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,pronoun 
1, Think I'm In Love With You, Chris Stapleton , 0.671, 0.418, 6, -14.124,0, 0.0371, 0.187, 0.215, 0.132, 0.607, 91.866, 222800, 4, 2, Where the Wild Things Are, Luke Combs , 0.708, 0.731, 3, -4.872,1, 0.0345, 0.0189, 4.47e-06, 0.129, 0.379, 116.975, 239533, 4, 3, The Painter, Cody Johnson , 0.512, 0.709, 2, -5.766,1, 0.0329, 0.0415, 4.25e-06, 0.107, 0.261, 97.981, 211413, 4, 4, Glory Days, Gabby Barrett , 0.647, 0.776, 7, -5.221,1, 0.0514, 0.00686, 0, 0.119, 0.268, 103.919, 162733, 4, 5, Wildflowers and Wild Horses (Single Version), Lainey Wilson , 0.442, 0.644, 10, -5.787,0, 0.0378, 0.347, 1.73e-06, 0.128, 0.34, 117.379, 216573, 4, 6, Something's Gonna Kill Me, Corey Kent , 0.659, 0.823, 4, -5.77,0, 0.0415, 0.0174, 1.82e-06, 0.11, 0.405, 112.931, 183680, 4, 7, Burn It Down - Radio Edit, Parker McCollum , 0.484, 0.753, 2, -5.23,1, 0.0503, 0.11, 5.95e-06, 0.193, 0.281, 80.995, 216673, 4, 8, I'm Not Pretty, Megan Moroney , 0.573, 0.795, 10, -5.561,1, 0.0558, 0.129, 1.78e-05, 0.186, 0.705, 128.101, 181067, 4, 9, your place, Ashley Cooke , 0.448, 0.632, 5, -4.083,1, 0.0297, 0.134, 0, 0.317, 0.418, 76.968, 182086, 4, 10, If You Were A Song, Abbey Cone , 0.684, 0.686, 4, -4.833,1, 0.0287, 0.171, 0, 0.173, 0.501, 110.476, 259876, 4, 
