number,title,artist,danceability,energy,key,loudness,mode,speechiness,acoustiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,pronoun 
1, Daylight, David Kushner , 0.508, 0.43, 2, -9.475,0, 0.0335, 0.83, 0.000441, 0.093, 0.324, 130.09, 212954, 4, 2, Caffeine, Jack Kays , 0.604, 0.794, 10, -6.72,0, 0.0672, 0.0131, 0.000574, 0.383, 0.785, 155.95, 184615, 4, 3, Alive!, Bakar , 0.75, 0.736, 8, -5.405,0, 0.0307, 0.517, 1.23e-05, 0.0866, 0.579, 97.032, 232133, 4, 4, Already Over, Mike Shinoda , 0.486, 0.942, 0, -3.824,1, 0.0536, 0.000449, 0, 0.304, 0.747, 150.036, 160640, 4, 5, Eat Your Young, Hozier , 0.546, 0.599, 7, -6.442,0, 0.0286, 0.35, 0.0686, 0.256, 0.331, 90.0, 243947, 4, 6, Conceited, Lola Young , 0.759, 0.453, 11, -4.967,0, 0.0763, 0.385, 0, 0.498, 0.86, 92.009, 239452, 4, 7, bad idea right?, Olivia Rodrigo , 0.627, 0.879, 9, -3.446,1, 0.0955, 0.00193, 6.87e-06, 0.0647, 0.748, 129.979, 184784, 4, 8, What Now, Brittany Howard , 0.748, 0.937, 2, -4.662,1, 0.0866, 0.147, 0.00202, 0.0975, 0.66, 99.97, 226680, 3, 9, blindspot, Charlotte Sands , 0.399, 0.752, 1, -2.879,1, 0.0369, 0.022, 0, 0.539, 0.382, 164.883, 207636, 4, 10, Black Dress, 070 Shake , 0.614, 0.645, 10, -4.237,1, 0.0312, 0.0285, 2.22e-06, 0.0832, 0.4, 121.998, 237362, 4, 
